Date,TCS.NS,INFY.NS,HDFCBANK.NS,RELIANCE.NS,ICICIBANK.NS
2015-03-30,1016.24267578125,415.0087585449219,236.5961456298828,173.49066162109375,265.9818420410156
2015-03-31,1012.2003173828125,413.2112731933594,233.35601806640625,176.75393676757812,263.3111877441406
2015-04-01,1007.7218627929688,404.9409484863281,235.76327514648438,178.90455627441406,269.6957702636719
2015-04-06,1009.5648193359375,405.73248291015625,235.46664428710938,176.465087890625,268.1100769042969
2015-04-07,1024.50634765625,402.2493591308594,235.64918518066406,178.21978759765625,264.8968811035156
2015-04-08,1046.859375,409.89569091796875,236.28811645507812,185.29208374023438,262.97735595703125
2015-04-09,1056.0340576171875,412.5873107910156,240.9770965576172,191.54052734375,267.56756591796875
2015-04-10,1051.7540283203125,416.1170654296875,237.9081268310547,193.51992797851562,265.6480712890625
2015-04-13,1052.447509765625,417.0205078125,237.0296630859375,197.40382385253906,264.4796142578125
2015-04-16,1023.6343994140625,408.7966613769531,234.94183349609375,198.6556396484375,260.80743408203125
2015-04-17,980.8508911132812,405.92803955078125,232.34063720703125,198.3346405029297,258.804443359375
2015-04-20,962.6001586914062,397.15484619140625,229.34010314941406,189.51832580566406,259.6807556152344
2015-04-21,961.9063720703125,399.101318359375,228.86094665527344,187.54965209960938,259.4303283691406
2015-04-22,969.0604858398438,398.1885986328125,231.16551208496094,188.25579833984375,261.1829833984375
2015-04-23,973.8754272460938,395.2642517089844,231.25680541992188,187.67803955078125,260.2649841308594
2015-04-24,988.063720703125,371.64520263671875,229.6481475830078,188.07391357421875,257.26043701171875
2015-04-27,990.8978881835938,369.68011474609375,229.4199676513672,187.30357360839844,252.29464721679688
2015-04-28,988.8370971679688,365.2562255859375,229.214599609375,185.1422882080078,272.78369140625
2015-04-29,985.7855224609375,365.3027038574219,226.61341857910156,181.88967895507812,275.537841796875
2015-04-30,976.4321899414062,361.7822265625,225.6208038330078,184.53244018554688,276.37237548828125
2015-05-04,983.5064086914062,371.2541198730469,228.39317321777344,190.65248107910156,274.82843017578125
2015-05-05,997.8929443359375,365.600830078125,225.35842895507812,190.90924072265625,274.1189880371094
2015-05-06,976.1740112304688,358.01959228515625,221.46800231933594,188.36282348632812,260.515380859375
2015-05-07,1008.7523803710938,362.10821533203125,217.064208984375,186.3299102783203,254.2141571044922
2015-05-08,1001.6188354492188,364.7066345214844,224.0692596435547,192.78369140625,264.56304931640625
2015-05-11,1013.0130004882812,371.3564453125,225.9630889892578,194.13795471191406,269.9878234863281
2015-05-12,999.8944702148438,362.68560791015625,221.77609252929688,188.23330688476562,257.21868896484375
2015-05-13,996.9216918945312,364.473876953125,225.95169067382812,191.7869415283203,265.1055908203125
2015-05-14,990.5215454101562,360.3945617675781,226.13424682617188,190.2918243408203,262.85211181640625
2015-05-15,995.2373046875,365.41455078125,225.91744995117188,189.37091064453125,260.6822204589844
2015-05-18,998.9033203125,371.2447814941406,230.4239501953125,193.18453979492188,263.9371032714844
2015-05-19,995.8516845703125,376.702392578125,229.89915466308594,194.05128479003906,263.18597412109375
2015-05-20,1013.4292602539062,381.3498840332031,233.66404724121094,196.9331817626953,266.0235900878906
2015-05-21,1012.8145141601562,381.5640563964844,233.8123321533203,194.31129455566406,261.6836853027344
2015-05-22,1037.5457763671875,381.19146728515625,233.7211151123047,195.84974670410156,261.7254638671875
2015-05-25,1030.84716796875,375.6686096191406,233.54994201660156,193.82376098632812,260.515380859375
2015-05-26,1033.958740234375,373.89910888671875,234.42845153808594,191.67861938476562,258.4705810546875
2015-05-27,1036.4952392578125,366.6718444824219,236.88134765625,191.83026123046875,261.34991455078125
2015-05-28,1034.2164306640625,375.63134765625,234.88478088378906,189.7717742919922,262.4765625
2015-05-29,1034.53369140625,376.8514709472656,239.71075439453125,190.03182983398438,264.77166748046875
2015-06-01,1037.4859619140625,381.44305419921875,236.43638610839844,195.5030517578125,264.1040344238281
2015-06-02,1030.4111328125,374.1504821777344,230.18438720703125,194.72300720214844,254.1306915283203
